,productAsin,country,date,isVerified,ratingScore,reviewTitle,variantAsin,Color,Size
0,B09G9BL5CP,India,11-08-2024,True,4,No charger,B09G9BQS98,Midnight,256 GB
1,B09G9BL5CP,India,16-08-2024,True,5,iPhone 13 256GB,B09G9BQS98,Midnight,256 GB
2,B09G9BL5CP,India,14-05-2024,True,4,Flip camera option nill,B09G9BQS98,Midnight,256 GB
3,B09G9BL5CP,India,24-06-2024,True,5,Product,B09G9BQS98,Midnight,256 GB
4,B09G9BL5CP,India,18-05-2024,True,5,Good product,B09G9BQS98,Midnight,256 GB
5,B09G9BL5CP,India,14-05-2024,True,5,Too smooth and effective battery life,B09G9BQS98,Midnight,256 GB
6,B09G9BL5CP,India,28-01-2024,True,5,Apple 13 256 GB,B09G9BQS98,Midnight,256 GB
7,B09G9BL5CP,India,01-03-2024,True,5,Good,B09G9BQS98,Midnight,256 GB
8,B09G9BL5CP,India,14-11-2023,True,4,Good,B09G9BQS98,Midnight,256 GB
9,B09G9BL5CP,India,03-02-2024,True,5,Excellent,B09G9BQS98,Midnight,256 GB
10,B09G9BL5CP,India,06-02-2022,True,5,Truly worth the money spent! Even if you go broke!,B09G9HRYFZ,Pink,256 GB
11,B09G9BL5CP,India,06-07-2024,True,5,I love it,B09G9HRYFZ,Pink,256 GB
12,B09G9BL5CP,India,18-05-2024,True,5,Its a legit iPhone,B09G9HRYFZ,Pink,256 GB
13,B09G9BL5CP,India,11-03-2024,True,5,Worth every penny,B09G9HRYFZ,Pink,256 GB
14,B09G9BL5CP,India,12-10-2023,True,4,Nice.,B09G9HRYFZ,Pink,256 GB
15,B09G9BL5CP,India,11-03-2022,True,5,Worth the product,B09G9HRYFZ,Pink,256 GB
16,B09G9BL5CP,India,31-10-2023,True,3,It's been a week since I've been using this phone,B09G9HRYFZ,Pink,256 GB
17,B09G9BL5CP,India,29-11-2023,True,5,Great,B09G9HRYFZ,Pink,256 GB
18,B09G9BL5CP,India,08-09-2022,True,5,Same as shown in pictures,B09G9HRYFZ,Pink,256 GB
19,B09G9BL5CP,India,14-02-2024,True,2,My device is not working need help,B09G9HRYFZ,Pink,256 GB
20,B09G9BL5CP,India,06-08-2024,True,5,Its the best,B09G93H3BR,Blue,256 GB
21,B09G9BL5CP,India,25-06-2024,True,3,Not worth,B09G93H3BR,Blue,256 GB
22,B09G9BL5CP,India,12-05-2024,True,3,Improved version of iPhone 11,B09G93H3BR,Blue,256 GB
23,B09G9BL5CP,India,21-07-2024,True,2,Doubtful,B09G93H3BR,Blue,256 GB
24,B09G9BL5CP,India,04-11-2023,True,5,Amazing and Best value for money Iphone,B09G93H3BR,Blue,256 GB
25,B09G9BL5CP,India,15-02-2024,True,5,Good,B09G93H3BR,Blue,256 GB
26,B09G9BL5CP,India,07-08-2024,False,4,Camera is impressive but i am not happy with battery's,B09G93H3BR,Blue,256 GB
27,B09G9BL5CP,India,24-01-2024,True,5,Supar mobile phone,B09G93H3BR,Blue,256 GB
28,B09G9BL5CP,India,07-04-2022,True,4,Good but its not recommended to all,B09G93H3BR,Blue,256 GB
29,B09G9BL5CP,India,10-12-2023,True,5,Good,B09G93H3BR,Blue,256 GB
30,B09G9BL5CP,India,10-08-2024,True,4,Good,B09V4MXBSN,Green,256 GB
31,B09G9BL5CP,India,18-07-2024,True,4,Good,B09V4MXBSN,Green,256 GB
32,B09G9BL5CP,India,22-08-2024,True,5,Apple phone,B09V4MXBSN,Green,256 GB
33,B09G9BL5CP,India,07-07-2024,True,5,Dear Apple,B09V4MXBSN,Green,256 GB
34,B09G9BL5CP,India,01-06-2024,True,5,excellent,B09V4MXBSN,Green,256 GB
35,B09G9BL5CP,India,11-10-2023,True,5,It's good for content creation,B09V4MXBSN,Green,256 GB
36,B09G9BL5CP,India,02-07-2024,True,2,No airdrop and personal hotspot .,B09V4MXBSN,Green,256 GB
37,B09G9BL5CP,India,29-10-2023,True,4,Bawal chij hai be..,B09V4MXBSN,Green,256 GB
38,B09G9BL5CP,India,29-11-2023,True,5,Amazing phone,B09V4MXBSN,Green,256 GB
39,B09G9BL5CP,India,06-11-2023,True,3,"Not that great deal. Battery performance, heating,hanging",B09V4MXBSN,Green,256 GB
40,B09G9BL5CP,India,19-08-2024,True,4,Stunning Design and a Beautiful Pink!,B09G9FPGTN,Pink,128 GB
41,B09G9BL5CP,India,04-09-2024,True,5,My favourite ,B09G9FPGTN,Pink,128 GB
42,B09G9BL5CP,India,22-06-2024,True,5,Still one of best base flagships out there in 2024,B09G9FPGTN,Pink,128 GB
43,B09G9BL5CP,India,18-09-2024,True,5,Awesome product,B09G9FPGTN,Pink,128 GB
44,B09G9BL5CP,India,19-09-2024,True,5,The way it was fast.,B09G9FPGTN,Pink,128 GB
45,B09G9BL5CP,India,20-10-2023,True,3,feel good yet(6 month),B09G9FPGTN,Pink,128 GB
46,B09G9BL5CP,India,17-08-2024,True,5,Its completely worth it product,B09G9FPGTN,Pink,128 GB
47,B09G9BL5CP,India,11-09-2024,True,3,Phone seems hanging within 6months of use,B09G9FPGTN,Pink,128 GB
48,B09G9BL5CP,India,06-04-2024,True,4,So far so good,B09G9FPGTN,Pink,128 GB
49,B09G9BL5CP,India,14-08-2024,True,5,Best Phone,B09G9FPGTN,Pink,128 GB
50,B09G9BL5CP,India,12-08-2024,True,4,Quality,B09G9BFKZN,Starlight,256 GB
51,B09G9BL5CP,India,29-06-2024,True,4,Amazing,B09G9BFKZN,Starlight,256 GB
52,B09G9BL5CP,India,15-09-2024,True,3,Mobile phone getting overheated,B09G9BFKZN,Starlight,256 GB
53,B09G9BL5CP,India,01-11-2023,True,4,The iPhone 13 - A Stunning Upgrade!,B09G9BFKZN,Starlight,256 GB
54,B09G9BL5CP,India,07-08-2024,True,3,USB cable was defective,B09G9BFKZN,Starlight,256 GB
55,B09G9BL5CP,India,10-08-2024,True,5,Good,B09G9BFKZN,Starlight,256 GB
56,B09G9BL5CP,India,11-05-2024,True,5,Iphone 13,B09G9BFKZN,Starlight,256 GB
57,B09G9BL5CP,India,07-06-2024,True,5,Quality product,B09G9BFKZN,Starlight,256 GB
58,B09G9BL5CP,India,21-09-2023,True,5,Really powerful and impressed,B09G9BFKZN,Starlight,256 GB
59,B09G9BL5CP,India,15-04-2024,True,5,The perfect one,B09G9BFKZN,Starlight,256 GB
60,B09G9BL5CP,India,18-09-2024,True,4,Camera quality is not up to the mark,B09V4B6K53,Green,128 GB
61,B09G9BL5CP,India,10-09-2024,True,5,"Very happy, genuine product",B09V4B6K53,Green,128 GB
62,B09G9BL5CP,India,16-09-2024,True,5,Fantastic,B09V4B6K53,Green,128 GB
63,B09G9BL5CP,India,21-08-2024,True,5,Explant product,B09V4B6K53,Green,128 GB
64,B09G9BL5CP,India,16-08-2024,True,5,This is a the attempt to purchase for in all i-phone family...,B09V4B6K53,Green,128 GB
65,B09G9BL5CP,India,31-08-2024,True,5,Good,B09V4B6K53,Green,128 GB
66,B09G9BL5CP,India,11-05-2024,True,4,Mobile have more heat at the time of charging,B09V4B6K53,Green,128 GB
67,B09G9BL5CP,India,12-08-2024,True,5,Everything was very good,B09V4B6K53,Green,128 GB
68,B09G9BL5CP,India,21-08-2024,True,3,Heating,B09V4B6K53,Green,128 GB
69,B09G9BL5CP,India,12-08-2024,True,5,The best budget phone,B09V4B6K53,Green,128 GB
70,B09G9BL5CP,India,13-09-2024,True,5,"Camera quality, performance, sound quality,optimization",B09G9D8KRQ,Starlight,128 GB
71,B09G9BL5CP,India,15-09-2024,True,5,Picture quality,B09G9D8KRQ,Starlight,128 GB
72,B09G9BL5CP,India,15-09-2024,True,5,Loved it,B09G9D8KRQ,Starlight,128 GB
73,B09G9BL5CP,India,08-10-2023,True,5,Awesome,B09G9D8KRQ,Starlight,128 GB
74,B09G9BL5CP,India,09-09-2024,True,5,awsome,B09G9D8KRQ,Starlight,128 GB
75,B09G9BL5CP,India,11-09-2024,True,5,Good product,B09G9D8KRQ,Starlight,128 GB
76,B09G9BL5CP,India,07-08-2024,True,4,Camera quality is good,B09G9D8KRQ,Starlight,128 GB
77,B09G9BL5CP,India,28-08-2024,True,5,Amazing phone,B09G9D8KRQ,Starlight,128 GB
78,B09G9BL5CP,India,24-02-2024,True,5,Redefining Excellence: A Review of the iPhone 13 128GB,B09G9D8KRQ,Starlight,128 GB
79,B09G9BL5CP,India,11-07-2024,True,4,1 star cut for heating issue,B09G9D8KRQ,Starlight,128 GB
80,B09G9BL5CP,India,13-11-2023,True,5,"So Beautiful, So elegant, just looking like a wow.",B09G9HD6PD,Midnight,128 GB
81,B09G9BL5CP,India,27-06-2024,True,4,A Sleek and powerful device,B09G9HD6PD,Midnight,128 GB
82,B09G9BL5CP,India,06-09-2024,True,5,Good Quality Product,B09G9HD6PD,Midnight,128 GB
83,B09G9BL5CP,India,18-09-2024,True,5,Amazing,B09G9HD6PD,Midnight,128 GB
84,B09G9BL5CP,India,16-09-2024,True,5,Amazing product,B09G9HD6PD,Midnight,128 GB
85,B09G9BL5CP,India,16-09-2024,True,5,,B09G9HD6PD,Midnight,128 GB
86,B09G9BL5CP,India,13-08-2024,True,4,Amazing,B09G9HD6PD,Midnight,128 GB
87,B09G9BL5CP,India,07-09-2024,True,5,Nice,B09G9HD6PD,Midnight,128 GB
88,B09G9BL5CP,India,02-09-2024,True,5,Best,B09G9HD6PD,Midnight,128 GB
89,B09G9BL5CP,India,11-08-2024,True,5,Awesome Product,B09G9HD6PD,Midnight,128 GB
90,B09G9BL5CP,India,11-01-2023,True,5,Good product,B09G93H3BR,Blue,256 GB
91,B09G9BL5CP,India,03-10-2022,True,5,Good!,B09G93H3BR,Blue,256 GB
92,B09G9BL5CP,India,11-09-2022,True,5,Not good,B09G93H3BR,Blue,256 GB
93,B09G9BL5CP,India,10-06-2022,True,5,Nice,B09G93H3BR,Blue,256 GB
94,B09G9BL5CP,India,12-02-2022,True,5,First Apple Product,B09G93H3BR,Blue,256 GB
95,B09G9BL5CP,India,17-06-2022,True,5,face unlock is superb,B09G93H3BR,Blue,256 GB
96,B09G9BL5CP,India,10-06-2022,True,5,It's an iPhone. What more do you need?,B09G93H3BR,Blue,256 GB
97,B09G9BL5CP,India,27-11-2021,True,5,Smooth value for money,B09G93H3BR,Blue,256 GB
98,B09G9BL5CP,India,19-11-2021,True,5,"Its an amazing phone.First time IPhone user, great user interfaceSexy looking phone.",B09G93H3BR,Blue,256 GB
99,B09G9BL5CP,India,04-04-2022,True,5,Good Product,B09G93H3BR,Blue,256 GB
100,B09G9BL5CP,India,19-11-2022,True,5,Perfect phone.. It has its own cost ,B09V4MXBSN,Green,256 GB
101,B09G9BL5CP,India,27-11-2022,True,5,Apple means Apple .. no comparison,B09V4MXBSN,Green,256 GB
102,B09G9BL5CP,India,09-11-2023,True,2,Good,B09V4MXBSN,Green,256 GB
103,B09G9BL5CP,India,05-09-2022,True,5,The display size feels small after shifting from Samsung,B09V4MXBSN,Green,256 GB
104,B09G9BL5CP,India,27-06-2023,True,2,Adaptor didnot work,B09V4MXBSN,Green,256 GB
105,B09G9BL5CP,India,24-03-2022,True,4,Nothing seems new,B09V4MXBSN,Green,256 GB
106,B09G9BL5CP,India,16-07-2022,True,5,Awesome,B09V4MXBSN,Green,256 GB
107,B09G9BL5CP,India,28-08-2022,True,5,Excellent ,B09V4MXBSN,Green,256 GB
108,B09G9BL5CP,India,28-07-2022,True,5,Package and delivery was amazing,B09V4MXBSN,Green,256 GB
109,B09G9BL5CP,India,11-06-2022,True,5,Wonderful phone,B09V4MXBSN,Green,256 GB
110,B09G9BL5CP,India,17-09-2024,True,5,Decent Phone. Working like a charm,B09G99CW2N,,
111,B09G9BL5CP,India,30-07-2022,True,4,Review after 1 week of usage,B09G99CW2N,,
112,B09G9BL5CP,India,12-07-2024,True,4,"I loved it, if I forgot the price ",B09G99CW2N,,
113,B09G9BL5CP,India,31-08-2024,True,5,Best iPhone,B09G99CW2N,,
114,B09G9BL5CP,India,14-08-2024,True,5,Excellent,B09G99CW2N,,
115,B09G9BL5CP,India,07-08-2024,True,5,Excellent,B09G99CW2N,,
116,B09G9BL5CP,India,23-07-2024,True,5,very good,B09G99CW2N,,
117,B09G9BL5CP,India,08-07-2024,True,5,Really nice,B09G99CW2N,,
118,B09G9BL5CP,India,11-05-2024,True,5,As expected...,B09G99CW2N,,
119,B09G9BL5CP,India,15-05-2024,True,5,Nice!!!!,B09G99CW2N,,
120,B09G9BL5CP,India,30-12-2023,True,5,Using after 3 months honest review,B09G9BL5CP,Blue,128 GB
121,B09G9BL5CP,India,24-07-2024,True,5,Redefining Excellence: A Review of the iPhone 13 128GB,B09G9BL5CP,Blue,128 GB
122,B09G9BL5CP,India,25-06-2024,True,5, Great Phone - Super Happy with My iPhone 13!,B09G9BL5CP,Blue,128 GB
123,B09G9BL5CP,India,04-02-2023,True,4,Android to Apple Transition - Not a very smooth experience,B09G9BL5CP,Blue,128 GB
124,B09G9BL5CP,India,18-07-2024,True,4,Iphone 13,B09G9BL5CP,Blue,128 GB
125,B09G9BL5CP,India,17-08-2024,True,4,Good product,B09G9BL5CP,Blue,128 GB
126,B09G9BL5CP,India,06-08-2024,True,4,Value for Money,B09G9BL5CP,Blue,128 GB
127,B09G9BL5CP,India,13-08-2024,True,4,Delivered on scheduled date,B09G9BL5CP,Blue,128 GB
128,B09G9BL5CP,India,16-08-2024,True,4,Nice,B09G9BL5CP,Blue,128 GB
129,B09G9BL5CP,India,06-09-2024,True,5,,B09G9BL5CP,Blue,128 GB
130,B09G9BL5CP,India,27-10-2022,True,1,iPhone 13,B09G9HRYFZ,Pink,256 GB
131,B09G9BL5CP,India,31-03-2022,True,1,Showoff product,B09G9HRYFZ,Pink,256 GB
132,B09G9BL5CP,India,01-07-2022,True,1,Body got minor cut mark in the body,B09G9HRYFZ,Pink,256 GB
133,B09G9BL5CP,India,09-08-2024,False,5,Apple iPhone 13 (256GB) - Pink,B09G9HRYFZ,Pink,256 GB
134,B09G9BL5CP,India,09-10-2023,False,5,Must Order in Great Indian Festival Sale,B09G9HRYFZ,Pink,256 GB
135,B09G9BL5CP,India,12-08-2022,False,5,Terrific purchase!,B09G9HRYFZ,Pink,256 GB
136,B09G9BL5CP,India,08-03-2022,False,2,Maja nai aaya,B09G9HRYFZ,Pink,256 GB
137,B09G9BL5CP,India,05-07-2022,False,5,Amazing phone and amazing packaging by Amazon,B09G9HRYFZ,Pink,256 GB
138,B09G9BL5CP,India,21-06-2022,False,5,I want to switch Android to iPhone,B09G9HRYFZ,Pink,256 GB
139,B09G9BL5CP,India,25-09-2021,False,5,Iphone 13 product red,B09G9HRYFZ,Pink,256 GB
140,B09G9BL5CP,India,26-07-2022,True,5,Simply awesome,B09G9BQS98,Midnight,256 GB
141,B09G9BL5CP,India,07-10-2022,True,5,Little heavy but Superb phone,B09G9BQS98,Midnight,256 GB
142,B09G9BL5CP,India,27-03-2022,True,5,Great phone,B09G9BQS98,Midnight,256 GB
143,B09G9BL5CP,India,01-02-2022,True,5,My first iphone experience,B09G9BQS98,Midnight,256 GB
144,B09G9BL5CP,India,04-06-2022,True,5,Iphone 13,B09G9BQS98,Midnight,256 GB
145,B09G9BL5CP,India,08-05-2022,True,4,nice purchase,B09G9BQS98,Midnight,256 GB
146,B09G9BL5CP,India,26-02-2022,True,5,Phone heated,B09G9BQS98,Midnight,256 GB
147,B09G9BL5CP,India,09-07-2022,True,5,Nothing,B09G9BQS98,Midnight,256 GB
148,B09G9BL5CP,India,12-02-2022,True,5,BEST PHONE,B09G9BQS98,Midnight,256 GB
149,B09G9BL5CP,India,09-03-2022,True,5,Wow,B09G9BQS98,Midnight,256 GB
150,B09G9BL5CP,India,31-08-2022,True,5,Life is better with it,B09G93H3BR,Blue,256 GB
151,B09G9BL5CP,India,13-04-2022,True,5,New to Apple family,B09G93H3BR,Blue,256 GB
152,B09G9BL5CP,India,12-02-2022,True,5,Is very smooth and fast.,B09G93H3BR,Blue,256 GB
153,B09G9BL5CP,India,12-07-2022,True,5,Smooth as butter,B09G93H3BR,Blue,256 GB
154,B09G9BL5CP,India,18-02-2023,True,5,Ocm,B09G93H3BR,Blue,256 GB
155,B09G9BL5CP,India,03-08-2023,True,2,Poor Wifi,B09G93H3BR,Blue,256 GB
156,B09G9BL5CP,India,17-08-2022,True,5,Excellent expensive phone/camera,B09G93H3BR,Blue,256 GB
157,B09G9BL5CP,India,13-11-2022,True,5,Excellent product,B09G93H3BR,Blue,256 GB
158,B09G9BL5CP,India,30-12-2022,True,5,I am happy,B09G93H3BR,Blue,256 GB
159,B09G9BL5CP,India,29-10-2022,True,5,Excellent,B09G93H3BR,Blue,256 GB
160,B09G9BL5CP,India,28-06-2022,True,5,Super phone,B09G9HRYFZ,Pink,256 GB
161,B09G9BL5CP,India,14-09-2022,True,5,Super Good,B09G9HRYFZ,Pink,256 GB
162,B09G9BL5CP,India,31-08-2022,True,5,iphone 13,B09G9HRYFZ,Pink,256 GB
163,B09G9BL5CP,India,02-08-2022,True,5,Complete phone ,B09G9HRYFZ,Pink,256 GB
164,B09G9BL5CP,India,21-10-2022,True,2,"Great product, poor customer service",B09G9HRYFZ,Pink,256 GB
165,B09G9BL5CP,India,01-06-2022,True,5,Worth every penny,B09G9HRYFZ,Pink,256 GB
166,B09G9BL5CP,India,12-11-2021,True,3,Touch is not up to the mark and software is too cumbersome and has snob value,B09G9HRYFZ,Pink,256 GB
167,B09G9BL5CP,India,19-04-2022,True,5,Excellent one,B09G9HRYFZ,Pink,256 GB
168,B09G9BL5CP,India,16-04-2022,True,5,Aag lga de aasa phon h,B09G9HRYFZ,Pink,256 GB
169,B09G9BL5CP,India,14-02-2022,True,1,Recieved damage product,B09G9HRYFZ,Pink,256 GB
170,B09G9BL5CP,India,31-10-2023,True,5,Good,B09G9BQS98,Midnight,256 GB
171,B09G9BL5CP,India,06-02-2023,True,4,Class in Hand,B09G9BQS98,Midnight,256 GB
172,B09G9BL5CP,India,20-03-2023,True,4,Nice phone,B09G9BQS98,Midnight,256 GB
173,B09G9BL5CP,India,08-06-2022,True,5,Best purchase,B09G9BQS98,Midnight,256 GB
174,B09G9BL5CP,India,20-02-2022,True,4,No pain on operating,B09G9BQS98,Midnight,256 GB
175,B09G9BL5CP,India,27-08-2022,True,5,"Why iPhone, go for an Android.",B09G9BQS98,Midnight,256 GB
176,B09G9BL5CP,India,22-05-2023,True,5,Amazing product,B09G9BQS98,Midnight,256 GB
177,B09G9BL5CP,India,09-08-2022,True,5,perfect device,B09G9BQS98,Midnight,256 GB
178,B09G9BL5CP,India,14-07-2022,True,5,Review from the iPhone itself,B09G9BQS98,Midnight,256 GB
179,B09G9BL5CP,India,14-02-2024,True,1,Achha anubhav nahi raha,B09G9BQS98,Midnight,256 GB
180,B09G9BL5CP,India,21-06-2024,True,5,Awesome everything.  Apple >>>>> Android,B09G9BL5CP,Blue,128 GB
181,B09G9BL5CP,India,02-03-2024,True,4,iPhone 13 (BLUE),B09G9BL5CP,Blue,128 GB
182,B09G9BL5CP,India,09-05-2024,True,5,Absolute brilliance!,B09G9BL5CP,Blue,128 GB
183,B09G9BL5CP,India,08-05-2024,True,5,Received refurbished item,B09G9BL5CP,Blue,128 GB
184,B09G9BL5CP,India,02-06-2024,True,5,Original,B09G9BL5CP,Blue,128 GB
185,B09G9BL5CP,India,17-01-2024,True,4,An all-rounder,B09G9BL5CP,Blue,128 GB
186,B09G9BL5CP,India,04-06-2024,True,5,Okay product,B09G9BL5CP,Blue,128 GB
187,B09G9BL5CP,India,11-06-2024,True,5,Best buy,B09G9BL5CP,Blue,128 GB
188,B09G9BL5CP,India,06-06-2024,True,5,Good,B09G9BL5CP,Blue,128 GB
189,B09G9BL5CP,India,30-05-2024,True,5,Very good and nice product,B09G9BL5CP,Blue,128 GB
190,B09G9BL5CP,India,26-01-2024,True,5,Awesome,B09G99CW2N,,
191,B09G9BL5CP,India,17-05-2022,True,5,Amazing phone,B09G99CW2N,,
192,B09G9BL5CP,India,04-09-2022,True,5,"IPhone 13, a benchmark for other phones out on the market !!",B09G99CW2N,,
193,B09G9BL5CP,India,20-02-2022,True,3,Not a great phone!,B09G99CW2N,,
194,B09G9BL5CP,India,18-01-2024,True,5,Top Quality product,B09G99CW2N,,
195,B09G9BL5CP,India,24-04-2023,True,4,Quality matter,B09G99CW2N,,
196,B09G9BL5CP,India,10-01-2024,True,5,It's really too gud,B09G99CW2N,,
197,B09G9BL5CP,India,15-01-2024,True,5,Good phone according to budget............,B09G99CW2N,,
198,B09G9BL5CP,India,17-10-2023,True,5,Very Good and the best Premium Phone in the segment and better than any other android phone,B09G99CW2N,,
199,B09G9BL5CP,India,23-03-2022,True,5,"For me, its best",B09G99CW2N,,
200,B09G9BL5CP,India,09-05-2024,True,4,Superb,B09G9BL5CP,Blue,128 GB
201,B09G9BL5CP,India,10-06-2024,True,5,Bharat Sharma,B09G9BL5CP,Blue,128 GB
202,B09G9BL5CP,India,15-05-2024,True,4,Great buy,B09G9BL5CP,Blue,128 GB
203,B09G9BL5CP,India,14-07-2024,True,5,Awesome Quality,B09G9BL5CP,Blue,128 GB
204,B09G9BL5CP,India,26-06-2024,True,5,I switched from Android to iPhone... and it was the best decision,B09G9BL5CP,Blue,128 GB
205,B09G9BL5CP,India,03-06-2024,True,5,Nice phone in this budget,B09G9BL5CP,Blue,128 GB
206,B09G9BL5CP,India,05-07-2024,True,5,Ios,B09G9BL5CP,Blue,128 GB
207,B09G9BL5CP,India,24-03-2024,True,4,Nothing special,B09G9BL5CP,Blue,128 GB
208,B09G9BL5CP,India,01-09-2024,True,2,Overnight battery draining issue,B09G9BL5CP,Blue,128 GB
209,B09G9BL5CP,India,21-03-2024,True,4,Iphone,B09G9BL5CP,Blue,128 GB
210,B09G9BL5CP,India,30-11-2023,True,5,Best camera,B09G9BQS98,Midnight,256 GB
211,B09G9BL5CP,India,16-10-2023,True,3,I am not happy,B09G9BQS98,Midnight,256 GB
212,B09G9BL5CP,India,17-12-2023,True,5,Excellent phone,B09G9BQS98,Midnight,256 GB
213,B09G9BL5CP,India,02-02-2024,True,2,Over-rated and not user friendly,B09G9BQS98,Midnight,256 GB
214,B09G9BL5CP,India,19-10-2023,True,5,Received happyly,B09G9BQS98,Midnight,256 GB
215,B09G9BL5CP,India,18-11-2023,True,5,My 13 Dream,B09G9BQS98,Midnight,256 GB
216,B09G9BL5CP,India,11-10-2023,True,5,Good phone,B09G9BQS98,Midnight,256 GB
217,B09G9BL5CP,India,10-12-2023,True,5,Nice,B09G9BQS98,Midnight,256 GB
218,B09G9BL5CP,India,08-12-2023,True,5,One of the best phone,B09G9BQS98,Midnight,256 GB
219,B09G9BL5CP,India,11-08-2022,True,4,Good but fell short of expectation,B09G9BQS98,Midnight,256 GB
220,B09G9BL5CP,India,15-05-2024,True,5,Value for money.,B09G9HD6PD,Midnight,128 GB
221,B09G9BL5CP,India,20-06-2024,True,5,Good,B09G9HD6PD,Midnight,128 GB
222,B09G9BL5CP,India,13-06-2024,True,5,Smooth,B09G9HD6PD,Midnight,128 GB
223,B09G9BL5CP,India,04-06-2024,True,5,Iphone 13,B09G9HD6PD,Midnight,128 GB
224,B09G9BL5CP,India,06-01-2024,True,4,Smooth as butter,B09G9HD6PD,Midnight,128 GB
225,B09G9BL5CP,India,28-05-2024,True,5,Fantastic,B09G9HD6PD,Midnight,128 GB
226,B09G9BL5CP,India,06-09-2024,True,2,Defective product video calling is very noisy,B09G9HD6PD,Midnight,128 GB
227,B09G9BL5CP,India,01-07-2023,True,5,Great iPhone 13 Purchase with Room for Improvement in Packaging,B09G9HD6PD,Midnight,128 GB
228,B09G9BL5CP,India,06-11-2023,True,3,I faced an camera issue so because I'm giving 3star for this!!!,B09G9HD6PD,Midnight,128 GB
229,B09G9BL5CP,India,21-05-2024,True,3,I want to claim GST inputs to my GST account,B09G9HD6PD,Midnight,128 GB
230,B09G9BL5CP,India,02-08-2024,True,5,Excellent,B09G9BL5CP,Blue,128 GB
231,B09G9BL5CP,India,24-05-2024,True,4,Battery issue,B09G9BL5CP,Blue,128 GB
232,B09G9BL5CP,India,26-05-2024,True,4,Perfect Product,B09G9BL5CP,Blue,128 GB
233,B09G9BL5CP,India,20-07-2024,True,5,Amazing,B09G9BL5CP,Blue,128 GB
234,B09G9BL5CP,India,21-07-2024,True,5,Good phone go for it,B09G9BL5CP,Blue,128 GB
235,B09G9BL5CP,India,19-07-2024,True,5,Best,B09G9BL5CP,Blue,128 GB
236,B09G9BL5CP,India,03-06-2024,True,4,iPhone 13 camera and all phone best ,B09G9BL5CP,Blue,128 GB
237,B09G9BL5CP,India,12-07-2024,True,5,Good,B09G9BL5CP,Blue,128 GB
238,B09G9BL5CP,India,28-04-2024,True,4,Over price,B09G9BL5CP,Blue,128 GB
239,B09G9BL5CP,India,07-06-2024,True,3,IN 2024 and onwards not worth at all,B09G9BL5CP,Blue,128 GB
240,B09G9BL5CP,India,15-10-2023,True,4,Good,B09G99CW2N,,
241,B09G9BL5CP,India,28-04-2022,True,4,iPhone 13 strains  your eye for websites which require scrolling.,B09G99CW2N,,
242,B09G9BL5CP,India,23-10-2023,True,4,Very nice product,B09G99CW2N,,
243,B09G9BL5CP,India,22-12-2023,True,5,It feels great to fulfill some desires,B09G99CW2N,,
244,B09G9BL5CP,India,24-01-2024,True,5,Awesome Apple,B09G99CW2N,,
245,B09G9BL5CP,India,08-10-2023,True,5,Perfect product,B09G99CW2N,,
246,B09G9BL5CP,India,12-01-2024,True,5,My first iPhone,B09G99CW2N,,
247,B09G9BL5CP,India,01-03-2024,True,5,Nice work,B09G99CW2N,,
248,B09G9BL5CP,India,23-02-2024,True,3,Nice buy,B09G99CW2N,,
249,B09G9BL5CP,India,19-07-2023,True,5,iPhone 13 (Product Red) Review,B09G99CW2N,,
250,B09G9BL5CP,India,22-06-2024,True,5,A very good purchase,B09G9HD6PD,Midnight,128 GB
251,B09G9BL5CP,India,11-07-2024,True,5,It's original product,B09G9HD6PD,Midnight,128 GB
252,B09G9BL5CP,India,30-06-2024,True,5,Ok,B09G9HD6PD,Midnight,128 GB
253,B09G9BL5CP,India,01-07-2024,True,5,Very nice product and fully proctect packing from amazon,B09G9HD6PD,Midnight,128 GB
254,B09G9BL5CP,India,26-06-2024,True,5,Experience,B09G9HD6PD,Midnight,128 GB
255,B09G9BL5CP,India,23-06-2024,True,5,"Best phone for photos , gaming and battery under price",B09G9HD6PD,Midnight,128 GB
256,B09G9BL5CP,India,10-04-2023,True,5,Good phone,B09G9HD6PD,Midnight,128 GB
257,B09G9BL5CP,India,14-09-2022,True,5,"Consistent, dependable & need more customization options",B09G9HD6PD,Midnight,128 GB
258,B09G9BL5CP,India,25-08-2024,True,2,My iphone is getting hang,B09G9HD6PD,Midnight,128 GB
259,B09G9BL5CP,India,23-05-2024,True,5,Best Processor,B09G9HD6PD,Midnight,128 GB
260,B09G9BL5CP,India,22-10-2023,True,1,Discoloration around the camera lenses.,B09G9BQS98,Midnight,256 GB
261,B09G9BL5CP,India,26-10-2023,True,1,Never buy anything during Sale,B09G9BQS98,Midnight,256 GB
262,B09G9BL5CP,India,24-12-2022,True,1,"Buying, return, service experience is worst",B09G9BQS98,Midnight,256 GB
263,B09G9BL5CP,India,29-01-2023,True,1,Worst camera . Do not buy it,B09G9BQS98,Midnight,256 GB
264,B09G9BL5CP,India,16-01-2024,False,5,mast hai,B09G9BQS98,Midnight,256 GB
265,B09G9BL5CP,India,30-12-2021,True,1,Front camera wasnt working. Got a defective piece.,B09G9BQS98,Midnight,256 GB
266,B09G9BL5CP,India,12-01-2024,False,5,A very good phone but low build quality of screen,B09G9BQS98,Midnight,256 GB
267,B09G9BL5CP,India,09-04-2023,False,4,Heating issue,B09G9BQS98,Midnight,256 GB
